count,question,answer
295,Give me the head-to-head records of Aisha Mohamed and Aisha Mohamed in Tests.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""recent_type"": ""no"",
  ""history"": ""yes""
}"
296,Compare the career wickets taken by Aisha Mohamed and Aisha Mohamed in Test matches.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head_to_head"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistic"": ""wickets""
}"
297,"Who has more catches in Test cricket, Aisha Mohamed or Aisha Mohamed?","{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""fielding"": ""yes""
}"
298,Show me the number of centuries scored by Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""centuries"": []
}

This JSON object represents the query asking for the number of centuries scored by Aisha Mohamed and Aisha Mohamed in Test cricket. The object includes the specified keys with their corresponding values according to the instructions. The ""centuries"" key will be filled with the actual data once the information is retrieved."
299,What is the average score of Aisha Mohamed against Aisha Mohamed in Test matches?,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head_to_head"",
  ""player_name"": [""Aisha Mohamed""],
  ""second_player"": [""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistics"": [""average""]
}"
300,Give me the head-to-head statistics of Aisha Mohamed and Aisha Mohamed in Test matches.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""innings"": ""all""
}"
301,Compare the number of sixes hit by Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistic"": ""number\_of\_sixes""
}"
302,"Who has a better economy rate in Tests, Aisha Mohamed or Aisha Mohamed?","{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistic"": ""economy_rate""
}"
303,Show me the career batting averages of Aisha Mohamed and Aisha Mohamed in Test matches.,"{
  ""gender"": ""female"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""career_stats"": {
    ""Aisha Mohamed"": {},
    ""Aisha Mohamed"": {}
  }
}"
304,What is the highest partnership for the third wicket between Aisha Mohamed and Aisha Mohamed in Tests?,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""partnership"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""team_involved"": ""multiple"",
  ""format"": [""Test""],
  ""innings"": ""all"",
  ""partnership"": ""third""
}"
305,Give me the head-to-head records of Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""recent_type"": ""no"",
  ""history"": ""yes""
}"
306,Compare the number of wickets taken by Aisha Mohamed and Aisha Mohamed in Test matches.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistic"": ""wickets\_taken""
}"
307,"Who has more catches in Test, Aisha Mohamed or Aisha Mohamed?","{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""fielding"": ""yes""
}"
308,Show me the runs scored by Aisha Mohamed and Aisha Mohamed in Test matches.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""innings"": ""all""
}"
309,What is the average partnership between Aisha Mohamed and Aisha Mohamed in Test?,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""partnership"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""innings"": ""all""
}"
310,Give me the head-to-head statistics of Aisha Mohamed and Aisha Mohamed in Tests.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""innings"": ""all""
}"
311,Compare the number of centuries scored by Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""centuries"": []
}

This JSON object represents the structure required to extract the number of centuries scored by Aisha Mohamed and Aisha Mohamed in Test matches. The 'centuries' key will be filled with the actual data once the query is executed against the database."
312,"Who has a better strike rate in Test, Aisha Mohamed or Aisha Mohamed?","{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""batter_number"": all,
  ""recent_type"": ""no"",
  ""history"": ""yes""
}"
313,Show me the career boundaries hit by Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""multiple"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""career_statistics"": {
    ""boundaries"": {}
  }
}"
314,What is the highest individual score by Aisha Mohamed against Aisha Mohamed in Test matches?,"Based on the provided query, here's the JSON object:

```json
{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head_to_head"",
  ""player_name"": ""Aisha Mohamed"",
  ""second_player"": ""Aisha Mohamed"",
  ""format"": [""Test""],
  ""innings"": ""all""
}
```

This JSON object represents the query by extracting the key information elements and filling in the corresponding values according to the instructions given in the schema. In this case, the query asks for the highest individual score by a specific player (Aisha Mohamed) against herself in Test matches. Therefore, the `gender` is set to `female`, `department` is set to `all` since no specific department is mentioned, `historic_event` is set to `no` since no historic event is mentioned, `players_involved` is set to `head_to_head` since the query asks for the statistics between two specific players, `player_name` is set to `Aisha Mohamed`, `second_player` is also set to `Aisha Mohamed`, and `format` is set to `Test` since the query mentions Test matches. The `innings` is set to `all` since no specific innings is mentioned."
315,Give me the head-to-head records of Aisha Mohamed and Aisha Mohamed in Test matches.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""recent_type"": ""no"",
  ""history"": ""yes""
}"
316,Compare the number of wickets taken by Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistic"": ""wickets\_taken""
}"
317,"Who has more sixes in Test matches, Aisha Mohamed or Aisha Mohamed?","{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistic"": ""sixes""
}"
318,Show me the career bowling averages of Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": [""ball""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""career_stats"": {
    ""Aisha Mohamed"": {},
    ""Aisha Mohamed"": {}
  }
}"
319,What is the highest partnership for the fourth wicket between Aisha Mohamed and Aisha Mohamed in Tests?,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""partnership"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""team_involved"": ""multiple"",
  ""format"": [""Test""],
  ""innings"": ""all"",
  ""partnership"": ""fourth""
}"
320,Give me the head-to-head statistics of Aisha Mohamed and Aisha Mohamed in Test matches.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""innings"": ""all""
}"
321,Compare the number of catches taken by Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistic"": ""catches""
}"
322,"Who has more centuries in Test, Aisha Mohamed or Aisha Mohamed?","{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""century_count"": []
}"
323,Show me the career wickets taken by Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": [""ball""],
  ""historic_event"": ""no"",
  ""players_involved"": ""multiple"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""career_stats"": ""wickets""
}"
324,What is the average partnership between Aisha Mohamed and Aisha Mohamed in Test matches?,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""partnership"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""innings"": ""all""
}"
325,Give me the head-to-head records of Aisha Mohamed and Aisha Mohamed in Tests.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""recent_type"": ""no"",
  ""history"": ""yes""
}"
326,Compare the number of runs scored by Aisha Mohamed and Aisha Mohamed in Test matches.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""innings"": ""all""
}"
327,"Who has a better economy rate in Tests, Aisha Mohamed or Aisha Mohamed?","{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistic"": ""economy_rate""
}"
328,Show me the highest individual score by Aisha Mohamed against Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""yes"",
  ""players_involved"": ""head_to_head"",
  ""player_name"": ""Aisha Mohamed"",
  ""second_player"": ""Aisha Mohamed"",
  ""format"": [""Test""],
  ""innings"": ""all""
}"
329,What is the career batting average of Aisha Mohamed in Test matches?,"{
  ""gender"": ""female"",
  ""department"": [""bat""],
  ""historic_event"": ""no"",
  ""players_involved"": ""single"",
  ""player_name"": ""Aisha Mohamed"",
  ""format"": [""Test""],
  ""career_stats"": {
    ""batting_average"": null
  }
}"
330,Give me the head-to-head statistics of Aisha Mohamed and Aisha Mohamed in Test matches.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""innings"": ""all""
}"
331,Compare the number of wickets taken by Aisha Mohamed and Aisha Mohamed in Test.,"{
  ""gender"": ""female"",
  ""department"": ""all"",
  ""historic_event"": ""no"",
  ""players_involved"": ""head\_to\_head"",
  ""player\_name"": [""Aisha Mohamed"", ""Aisha Mohamed""],
  ""format"": [""Test""],
  ""statistic"": ""wickets\_taken""
}"
